"","Ibovespa","Variação","Quantidade"
"808",52417.1,-0.82,3472155
"809",52848.97,0.68,4300379
"810",52489.86,-1.15,3992085
"811",53100.18,-0.15,4144762
"812",53179.46,1.61,5041869
"813",52338.19,-2.61,6498537
"814",53738.92,-0.08,4217435
"815",53782.97,-0.88,6266303
"816",54261.11,-0.31,3903922
"817",54431.05,-0.31,4296002
"818",54602.38,0.91,3915447
"819",54110.03,-1.79,4420945
"820",55095.69,-1.09,5134517
"821",55702.9,2.64,7541073
"822",54271.25,0.84,4249239
"823",53821.63,0.04,4774940
"824",53797.51,0.92,4938645
"825",53307.09,-0.49,6094588
"826",53570.46,-0.76,6816963
"827",53979.03,-0.5,6826361
"828",54251.85,0.93,7775303
"829",53749.42,2.67,10524421
"830",52351.86,1.23,6194192
"831",51716.16,0.18,5036455
"832",51625.5,-0.4,6886978
"833",51835.15,3.65,9666293
"834",50011.75,0.18,14233446
"835",49921.88,0.11,7990931
"836",49866.92,-0.45,8503490
"837",50091.55,-2.6,5718306
"838",51429.48,-1.47,4283342
"839",52197.06,1.56,5887853
"840",51397.66,1.97,5569979
"841",50405.2,-0.2,5993473
"842",50507.02,-2.07,5834324
"843",51574.09,0.07,6388044
"844",51538.78,1.24,7402332
"845",50908.34,0.02,8357310
"846",50895.92,0.58,11269003
"847",50600.55,0.6,6511885
"848",50299.49,0.85,7041146
"849",49874.9,1.93,6321020
"850",48928.82,3.12,5221897
"851",47446.71,0.05,4463409
"852",47421.85,-2.09,5267069
"853",48436.44,-0.08,3743019
"854",48474.04,-1.36,4491267
"855",49140.78,1.88,4687460
"856",48234.49,-0.67,4944680
"857",48561.78,-1.32,5507603
"858",49212.33,-0.42,3285154
"859",49422.05,0.72,3997364
"860",49066.75,1.43,4935610
"861",48374.23,-0.91,5006482
"862",48819.52,0.51,4579428
"863",48574.09,2.48,4132020
"864",47400.23,-0.54,3473908
"865",47656.92,0.53,4285185
"866",47407.31,1.15,5184984
"867",46869.29,0.28,4775743
"868",46738.9,2.65,4842797
"869",45533.24,-2.34,5357154
"870",46626.26,2.51,5587873
"871",45483.43,0.9,4867678
"872",45075.5,0,4664090
"873",45075.5,-0.3,4664090
"874",45210.49,-1.21,6988118
"875",45763.16,1.6,5100405
"876",45044.03,-0.41,6998886
"877",45228.95,-4.24,8123338
"878",47229.59,-0.48,6658306
"879",47457.13,-0.32,5752820
"880",47609.46,0.93,5567286
"881",47171.98,0.59,5636207
"882",46893.04,2.02,4773529
"883",45965.05,-2.32,6301491
"884",47056.04,-2.4,6416384
"885",48214.43,0.67,8789348
"886",47893.06,-3.18,6582567
"887",49464.94,0.77,5977285
"888",49088.65,-0.49,5324695
"889",49332.34,-2.15,5826088
"890",50414.89,2.51,6228368
"891",49180.58,-1.18,7779944
"892",49769.93,-3.01,5560517
"893",51316.65,-0.59,4689463
"894",51618.63,-2.39,5635254
"895",52884.83,0.16,4088832
"896",52798.63,-2.26,4630213
"897",54017.9,0.14,4314533
"898",53944.36,0.82,4336132
"899",53506.08,-2.07,8790457
"900",54634.69,-2.5,5004187
"901",56036.26,-0.64,4175226
"902",56395.94,-0.02,2051104
"903",56406.21,0.1,4852680
"904",56349.91,-0.14,4072075
"905",56429.27,0.29,4872352
"906",56265.32,1.01,3898516
"907",55700.77,0.97,4164751
"908",55164.27,0.72,4067477
"909",54772.62,-0.3,5080243
"910",54936.41,0.49,4899788
"911",54666.82,0.4,5094782
"912",54447.77,-1.2,3956469
"913",55107.8,-0.61,5315139
"914",55447.56,-0.64,4799457
"915",55804.8,-0.83,6519724
"916",56274.66,1.52,6235442
"917",55429.88,-0.1,6452639
"918",55488.08,0.3,8860754
"919",55321.93,-1.05,5435958
"920",55910.37,1.86,7138243
"921",54887.25,1.17,5931100
"922",54252.04,-1.29,4660108
"923",54963.32,-0.04,4347735
"924",54984.23,0.18,3949822
"925",54884.75,1.08,5365622
"926",54297.73,0.68,4174734
"927",53928.92,1.44,3732925
"928",53165.91,0.54,4554192
"929",52881.96,-2.05,7412904
"930",53990.83,1.97,4353830
"931",52949.93,-3.66,4709361
"932",54962.65,-0.79,4805703
"933",55400.91,-1.4,3836765
"934",56186.56,0.49,5388668
"935",55912.04,1.49,5186246
"936",55092.31,0.08,5504273
"937",55050.6,0.74,5974328
"938",54648.15,-1.65,4574061
"939",55562.74,1.23,4480364
"940",54889.1,-1.81,3588531
"941",55902.18,-0.8,2755267
"942",56352.09,0.57,4373766
"943",56034.29,0.65,4052602
"944",55671.39,1.45,3755199
"945",54873.12,-0.67,3849334
"946",55243.4,-0.6,3744374
"947",55576.67,-0.81,4368157
"948",56030.03,-0.59,4179146
"949",56361.24,-1.07,3828711
"950",56972.96,0.18,3741084
"951",56869.28,-0.72,5182363
"952",57281.02,-0.18,4580617
"953",57385.9,-1.41,4536735
"954",58208.61,-0.57,3805014
"955",58544.79,0.19,4128986
"956",58432.75,-0.7,4129246
"957",58846.81,1.56,6338190
"958",57940.14,3.56,5806077
"959",55950.73,-0.97,4260986
"960",56499.17,-0.68,4033748
"961",56883.99,-0.94,3889627
"962",57424.29,0.26,4441867
"963",57273.88,0.57,5033941
"964",56948.87,0.59,4510518
"965",56617.56,-0.14,3965436
"966",56697.06,0.97,5113801
"967",56154.68,-0.04,4915780
"968",56177.6,-1.98,4950272
"969",57314.4,-0.52,3921061
"970",57613.9,-0.5,2697253
"971",57903.3,-0.3,3439477
"972",58077.31,-0.56,2385104
"973",58405.74,-0.16,2803774
"974",58497.83,0.21,3152391
"975",58372.46,-0.98,4071533
"976",58951.07,-0.83,4410341
"977",59444.97,-0.22,4429542
"978",59575.66,-1.28,3347802
"979",60351.16,0.99,3412494
"980",59761.49,0.72,4749360
"981",59336.7,-1.77,4661221
"982",60406.33,0.63,3192615
"983",60027.07,-1.87,3426796
"984",61169.83,-1.29,3605176
"985",61966.26,0.44,3209030
"986",61692.29,-0.34,3474973
"987",61899.71,-0.09,2143439
"988",61956.14,-0.38,3495162
"989",62194.06,0.66,3381904
"990",61787.35,0.1,2789147
"991",61727.61,-0.57,3819290
"992",62080.79,0.95,3481431
"993",61497.43,-0.29,3160995
"994",61678.31,0.16,4100568
"995",61578.58,0.74,3236422
"996",61127.84,-1.3,3840505
"997",61932.54,-0.94,3985839
"998",62523.06,-1.25,6233753
"999",63312.46,1.22,3355888
"1000",62550.1,2.62,3739727
"1001",60952.08,0.89,2625971
"1002",60415.95,-0.89,2852593
"1003",60959.79,-0.08,2598017
"1004",61007.03,-0.44,3157488
"1005",61276.12,0.46,3083356
"1006",60998.34,0.89,4427508
"1007",60460.73,1.5,4364754
"1008",59566.52,-0.06,3114311
"1009",59604.92,0.49,3405727
"1010",59316.75,-0.26,3569478
"1011",59474.18,-0.25,4749555
"1012",59623.34,0.63,3988520
"1013",59248.23,1.3,3061784
"1014",58487.32,1.44,3042435
"1015",57656.42,-0.04,3203225
"1016",57678.62,0.2,3582360
"1017",57563.23,-1.1,3937290
"1018",58202.35,1.27,3485805
"1019",57474.57,-0.65,5046935
"1020",57852.53,2.32,3401488
"1021",56539.4,0.52,3465375
"1022",56248.09,-0.86,3554245
"1023",56737.1,-1.45,2752747
"1024",57574.03,2.01,3181912
"1025",56436.97,0.35,2146160
"1026",56242.12,-0.37,3592193
"1027",56450.86,1.89,2782776
"1028",55402.33,-1.56,3471887
"1029",56279.36,-2.1,3606395
"1030",57486.07,0.74,3363357
"1031",57064.31,-0.51,2071108
"1032",57357.71,-0.29,4250447
"1033",57524.45,-1.7,3200963
"1034",58517.35,-1.58,3083977
"1035",59458.59,2.15,3470059
"1036",58209.76,-0.3,2617287
"1037",58382.68,2.3,2980114
"1038",57068.18,-1.07,2794129
"1039",57683.76,0.89,1605973
"1040",57176.58,-0.17,1709884
"1041",57276.81,-0.97,2999446
"1042",57836.78,1.18,3145587
"1043",57160.74,-0.92,2934722
"1044",57690.24,-1.72,3395593
"1045",58700.3,-0.38,2803473
"1046",58922.04,-1.36,3000158
"1047",59733.9,-0.59,3321116
"1048",60087.29,0.57,4209455
"1049",59743.87,0.24,3251082
"1050",59601.71,0.74,3119253
"1051",59161.72,1.21,2817841
"1052",58456.28,-0.82,2781581
"1053",58939.46,-0.64,3146309
"1054",59317.15,1.27,2596129
"1055",58571.59,0.19,3243755
"1056",58458,-0.29,3365178
"1057",58627.33,-1,3195669
"1058",59222.08,-0.59,3198491
"1059",59570.8,0.67,2759554
"1060",59175.86,-1.77,3690019
"1061",60239.79,-0.39,3810919
"1062",60478.05,-0.04,3139320
"1063",60501.1,-2.28,3873633
"1064",61909.99,0.96,3329704
"1065",61320.07,-0.6,2985415
"1066",61687.97,0.06,2924051
"1067",61651.83,-0.25,3391065
"1068",61804.33,0,3202090
"1069",61805.98,-0.48,3903047
"1070",62105.47,0.24,5816125
"1071",61958.12,3.4,5974699
"1072",59921.8,0.84,4849843
"1073",59422.55,1.74,3854837
"1074",58404.1,0.14,3513591
"1075",58321.24,2.56,3620653
"1076",56863.91,1.12,3312927
"1077",56233.9,-1.83,3235904
"1078",57281.45,0.39,2317015
"1079",57061.45,-0.34,5747232
"1080",57256.43,-0.2,3132558
"1081",57369.19,-1.78,4106196
"1082",58406.4,0.51,2728143
"1083",58111.46,-0.54,2344216
"1084",58425.76,-0.15,3212557
"1085",58511.55,-1.46,3341946
"1086",59380.76,0.79,3708772
"1087",58917.73,-0.62,3926375
"1088",59283.09,0.34,3001152
"1089",59082.37,-0.61,2954102
"1090",59445.79,2.16,3476953
"1091",58189.28,0.18,4578146
"1092",58082.92,-1.76,3533837
"1093",59122.74,-0.27,2539244
"1094",59280.93,0.82,3079944
"1095",58797.13,-0.26,2862855
"1096",58950.98,2.12,3233289
"1097",57725.66,-1.06,3447208
"1098",58344.61,1.9,3613409
"1099",57255.22,3.12,3577415
"1100",55520.4,-1.37,2838099
"1101",56291.93,0.35,1315806
"1102",56097.05,-2,692076
"1103",57240.92,1.22,2965541
"1104",56553.12,4.72,4674321
"1105",54002.72,2.65,3017566
"1106",52607.54,-0.06,2216080
"1107",52638.63,-0.75,2762618
"1108",53033.96,-2.14,2807859
"1109",54194.79,-2.08,2864944
"1110",55346.65,1.4,2879123
"1111",54583.13,1.25,2296160
"1112",53909.47,0.95,2519376
"1113",53401.8,-1.71,2821735
"1114",54330.51,1.7,2784505
"1115",53420.87,-0.28,3047513
"1116",53569.14,-0.25,2970622
"1117",53705.82,-3.05,3467888
"1118",55394.05,-1.75,2701851
"1119",56379.06,0.54,3128679
"1120",56076.82,0.53,1718426
"1121",55780.32,1.99,4064440
"1122",54692.79,0.62,2874295
"1123",54354.63,3.23,3744770
"1124",52652.25,-0.86,3531606
"1125",53108.93,-1.35,3825838
"1126",53836.57,0.06,2707003
"1127",53805.38,-2.95,2160086
"1128",55439.5,-0.12,2476788
"1129",55505.17,-2.91,2601757
"1130",57166.55,-0.05,3201983
"1131",57195.49,1.78,3658725
"1132",56195.21,0.16,2960613
"1133",56104.69,1.36,3900868
"1134",55351.67,-0.54,3299181
"1135",55650.51,1.09,4187785
"1136",55049.03,1.94,3894689
"1137",54001.45,-0.79,2736544
"1138",54429.85,0.51,2627585
"1139",54156.04,3.19,3542085
"1140",52481.44,-1.75,2529926
"1141",53416.75,0.03,2359903
"1142",53402.9,-2,2986318
"1143",54490.41,1.29,4825926
"1144",53797.91,-1.53,3298404
"1145",54633.06,-1.05,3047913
"1146",55212.69,1.38,1857295
"1147",54463.16,0.74,2988413
"1148",54063,-1.02,4013743
"1149",54619.48,-0.76,4334038
"1150",55038.75,-2.74,3667316
"1151",56590.24,3.81,3569008
"1152",54513.16,0.88,4306167
"1153",54038.2,-3.31,3709839
"1154",55887.57,-0.62,4327632
"1155",56237.97,-2.26,4189266
"1156",57539.61,-3.21,3047334
"1157",59445.21,-0.43,2532359
"1158",59702.05,-0.14,2701439
"1159",59786.12,-0.96,3261646
"1160",60365.48,-1.4,3091248
"1161",61220.43,0.66,3370360
"1162",60820.93,-2.07,4961679
"1163",62104.15,-0.51,3036019
"1164",62423.56,0.98,2955512
"1165",61820.26,0.21,1963200
"1166",61691.21,-0.81,2547504
"1167",62198.06,0.72,3129987
"1168",61750.38,-0.36,3307144
"1169",61971.14,0.7,2377034
"1170",61539.38,-1.53,2533305
"1171",62494.08,-0.2,2285255
"1172",62618.41,-0.62,2358203
"1173",63010.48,0.5,4053714
"1174",62698.87,1.2,2704501
"1175",61954.55,-0.24,2316563
"1176",62105.6,-1.51,2959562
"1177",63058,2.88,3115740
"1178",61293.14,-0.72,2952550
"1179",61738.28,-1.88,3094030
"1180",62923.21,-1.21,1788242
"1181",63691.18,0.26,2294869
"1182",63528.65,-1.18,2739649
"1183",64284.26,-1.43,2773651
"1184",65216.25,1.09,2966513
"1185",64510.97,-0.56,3155871
"1186",64871.99,-0.32,2895573
"1187",65079.34,-1.45,2882907
"1188",66037.35,-0.97,2723035
"1189",66684.59,1.32,2010898
"1190",65812.95,-0.02,2524800
"1191",65828.19,-1.54,2676130
"1192",66860.05,-0.65,1981044
"1193",67295.56,-0.64,2071435
"1194",67730.31,0.07,2143696
"1195",67684.13,-0.1,2408587
"1196",67749.49,-0.74,2295250
"1197",68257.22,-0.2,2732797
"1198",68394.33,3.03,3165113
"1199",66384.76,-0.48,2149750
"1200",66703.96,-0.31,2253591
"1201",66908.39,1.35,2890830
"1202",66016.76,1.39,2683350
"1203",65114.15,-2.76,2742697
"1204",66964.03,-1.21,2315726
"1205",67781.6,1.45,2557047
"1206",66809.8,1.52,2328728
"1207",65811.73,-0.22,3345462
"1208",65958.78,1.1,2716936
"1209",65241.49,-1.06,2226005
"1210",65942.73,0.19,2119883
"1211",65819.62,-0.41,2322891
"1212",66092.77,-0.17,1791403
"1213",66203.5,0.09,2352682
"1214",66141.7,1.18,3068406
"1215",65368.49,0.51,3825460
"1216",65038.53,-0.99,2738162
"1217",65691.53,2.65,2619156
"1218",63997.86,-2.34,3501357
"1219",65530.49,-0.46,2688321
"1220",65831.16,-0.13,2887044
"1221",65917.02,1.06,2722074
"1222",65223.72,0.01,1919631
"1223",65217.37,0.97,3059733
"1224",64593.1,0.04,3107652
"1225",64567.18,2.37,3904037
"1226",63072.31,0.48,3437747
"1227",62770.01,-0.21,2197624
"1228",62904.2,-0.08,2218192
"1229",62953.06,0.75,3173910
"1230",62486.22,0.16,2731030
"1231",62386.24,0.12,2375963
"1232",62312.13,0.62,2246306
"1233",61926.69,0.33,2843393
"1234",61722.86,1.78,2757887
"1235",60645.9,1.15,2524194
"1236",59956.46,1.37,1704951
"1237",59146.58,-1.29,5624218
"1238",59920.78,-0.07,2145549
"1239",59962.4,0.26,2245201
"1240",59805.96,1.22,2689228
"1241",59082.88,0.82,2244556
"1242",58600.37,0.09,1659182
"1243",58546.08,-1.38,2351139
"1244",59364.95,0.17,2251949
"1245",59264.87,2.48,3083028
"1246",57829.27,1.89,2614590
"1247",56754.08,0.39,2779117
"1248",56533.76,-2.54,1611964
"1249",58005.2,0.58,1616513
"1250",57669.48,-0.05,592754
"1251",57701.07,0.62,1767151
"1252",57347.87,1.23,2288998
"1253",56653.37,-0.37,2264347
"1254",56864.85,2.83,3232962
"1255",55298.33,-1.42,2833344
"1256",56096.93,-0.42,2440004
"1257",56331.15,-0.56,2605740
"1258",56646.87,-1.47,4140430
"1259",57494.85,0.26,2901266
"1260",57346.86,-1.53,2502187
"1261",58236.46,1.36,1946338
"1262",57455.02,-2.06,2720859
"1263",58662.83,-1.47,2171829
"1264",59536.16,1.06,2178086
"1265",58910.48,1.77,2535273
"1266",57885.85,-0.44,2985531
"1267",58143.42,2.23,3296961
"1268",56874.98,2.85,4892999
"1269",55299.76,-1.28,2821987
"1270",56017.35,2.05,2271094
"1271",54894.49,-0.7,1814907
"1272",55279.88,0.56,1410281
"1273",54972.08,-1.62,2429415
"1274",55878.44,-0.72,2681651
"1275",56284.59,-0.79,2894760
"1276",56731.34,-0.45,2297113
"1277",56988.9,-2.68,3054647
"1278",58559.99,0.52,2703813
"1279",58258.23,-0.49,1790941
"1280",58546.97,2.14,2136492
"1281",57321.81,-0.4,1959002
"1282",57549.74,-2.5,2622941
"1283",59026.13,-0.29,1933980
"1284",59198.77,0.9,1869342
"1285",58669.92,0.81,1946528
"1286",58196.3,1.52,2445736
"1287",57322.75,-1.74,2827661
"1288",58338.39,-1.97,2257976
"1289",59513.13,0.41,2388056
"1290",59270.13,3.72,3665751
"1291",57143.79,1.52,2172483
"1292",56285.99,-1.07,2262826
"1293",56891.97,2.96,2655999
"1294",55255.23,2.31,2151102
"1295",54009.98,-1.74,2282791
"1296",54966.13,-0.12,2430756
"1297",55031.93,2.08,2539952
"1298",53911.33,-2.03,2366139
"1299",55030.45,0.79,2323257
"1300",54601.07,1.42,3574120
"1301",53838.47,1.06,2845461
"1302",53273.11,3.96,2180533
"1303",51243.62,-2,2627160
"1304",52290.37,2.5,3145694
"1305",51013.85,0.65,2830308
"1306",50686.34,-0.21,4038795
"1307",50791.53,-2.93,3112446
"1308",52324.42,-1.99,3072618
"1309",53384.67,0.21,2304826
"1310",53270.36,-1.21,2340816
"1311",53920.36,0.32,2454194
"1312",53747.52,0.97,2143239
"1313",53230.36,-0.09,2689194
"1314",53280.28,-4.83,3603686
"1315",55981.9,-0.7,2777076
"1316",56378.63,-1.27,2677092
"1317",57102.78,-0.19,2328212
"1318",57210.11,1.47,1969970
"1319",56381.46,0.17,2136717
"1320",56286.04,1.34,2836275
"1321",55543.97,-0.25,2099358
"1322",55685.47,-0.17,2376205
"1323",55778.39,-3.2,2481841
"1324",57623.63,1.8,2757015
"1325",56607.3,2.93,2846808
"1326",54998.41,-2.71,1609056
"1327",56531.62,-2.73,4013572
"1328",58118.2,2.87,4013572
"1329",56495.12,2,2940099
"1330",55385.03,0.96,2343417
"1331",54860.73,2.83,2293735
"1332",53350.79,0.75,2222969
"1333",52953.3,-1.57,2381150
"1334",53795.7,0.02,2492289
"1335",53786.63,2.57,2679043
"1336",52440.23,-0.01,2140804
"1337",52447.63,-1.29,2577282
"1338",53134.1,-3.52,3120409
"1339",55073.02,1.38,3160628
"1340",54323.61,-0.6,2464550
"1341",54651.83,2.2,2540570
"1342",53473.35,0.24,3269783
"1343",53343.11,3.79,4065977
"1344",51395.29,0.48,4358755
"1345",51150.9,5.1,5268210
"1346",48668.29,-8.08,4894698
"1347",52949.22,0.26,4320575
"1348",52811.36,-5.72,4455458
"1349",56017.22,-2.26,3491700
"1350",57310.78,-2.09,2696152
"1351",58535.74,-0.49,2109354
"1352",58823.45,0.2,2366335
"1353",58708.25,0.72,2234092
"1354",58288.46,-1.77,2618993
"1355",59339.9,-1.05,2174791
"1356",59970.54,-0.5,1772309
"1357",60270.47,0.01,1809502
"1358",60262.95,1.93,2159688
"1359",59119.71,0.06,1945981
"1360",59082.13,0.42,1887986
"1361",58837.61,-1.08,1956430
"1362",59478.01,-0.34,1960244
"1363",59679.35,-1.63,2363357
"1364",60669.89,1.62,2284285
"1365",59704.75,-0.86,1946119
"1366",60223.63,-2.1,1773239
"1367",61513.24,-1.12,1670580
"1368",62207.33,-0.57,1865009
"1369",62565.46,-0.75,1612562
"1370",63038.81,-1.33,1937720
"1371",63891.31,0.78,1000477
"1372",63394.34,1.59,2376269
"1373",62403.64,0.11,1813944
"1374",62333.97,0.05,1873400
"1375",62303.37,1.77,1796350
"1376",61216.98,0.33,1633908
"1377",61016.72,-0.29,1449055
"1378",61194.09,-0.37,1863451
"1379",61423.61,0.42,1696673
"1380",61168.24,0.18,2019741
"1381",61059.98,0.29,1974677
"1382",60880.62,-1.17,1991098
"1383",61603.74,-0.97,2668099
"1384",62204.83,0.29,1762363
"1385",62022.92,-1.08,1397132
"1386",62697.16,-1.22,1688260
"1387",63468.82,0.69,1946852
"1388",63032.97,-0.29,1805869
"1389",63217.85,0.24,2089604
"1390",63067.73,-1.98,1822344
"1391",64340.5,0.19,2155887
"1392",64218.08,1.27,2135610
"1393",63411.48,-1.87,2158244
"1394",64620.08,1.04,2428456
"1395",63953.93,-0.53,629037
"1396",64294.96,0.31,1672062
"1397",64098.57,1.12,2397030
"1398",63388.44,0.08,1918542
"1399",63336.75,1.59,2006315
"1400",62345.18,-0.4,1767696
"1401",62596.52,0.37,2087015
"1402",62367.36,-0.75,2291225
"1403",62840.61,-1.31,2488059
"1404",63673.34,1.34,2210780
"1405",62829.68,-0.64,2459595
"1406",63235.3,-1.2,2667458
"1407",64003.16,0.36,2486840
"1408",63775.82,-1.7,2458499
"1409",64876.88,0.39,1982579
"1410",64621.97,0.32,1880818
"1411",64417.34,1.59,2689928
"1412",63407.01,-0.33,2806009
"1413",63615.5,-1.09,2490020
"1414",64318.18,-1.75,2235405
"1415",65462.75,-1.01,2306707
"1416",66132.86,0.7,2645050
"1417",65673.21,-0.89,3089995
"1418",66264.47,-1.31,2151251
"1419",67144.26,0.26,1726521
"1420",66972.37,-0.13,1385814
"1421",67058.02,1.36,2397399
"1422",66158.09,1.14,2214365
"1423",65415.49,-1.9,3060398
"1424",66684.21,0.61,2145721
"1425",66278.89,-0.31,2258980
"1426",66486.49,-0.61,2515208
"1427",66896.23,-1.86,2525736
"1428",68164.36,-0.81,2173871
"1429",68718.01,-0.66,2111494
"1430",69176.12,0.2,2223737
"1431",69036.91,-1.15,2113720
"1432",69837.52,0.19,2483424
"1433",69703.8,0.63,1923536
"1434",69268.29,0.99,2397413
"1435",68586.7,0.87,2124421
"1436",67997.06,0.86,1859841
"1437",67418.76,0.34,1768164
"1438",67192.82,-0.85,1444372
"1439",67765.94,0.34,2223711
"1440",67532.97,-0.39,1819711
"1441",67795.51,0.32,2145658
"1442",67578.33,1.33,2357859
"1443",66689.61,-0.28,2557364
"1444",66879.89,1,2842709
"1445",66215.93,0.32,1984940
"1446",66002.57,-1.5,3056842
"1447",67005.22,-0.24,2852274
"1448",67169.25,0.73,1874220
"1449",66684.6,0.98,2491096
"1450",66040.66,-1.82,2375086
"1451",67263.75,-1.1,1407598
"1452",68012.1,-0.2,1839999
"1453",68145.53,1.28,2254558
"1454",67281.51,1.57,2518555
"1455",66242.63,-1.69,2166393
"1456",67383.22,0.72,2640306
"1457",66902.53,-0.07,2394642
"1458",66948.99,0.06,2699114
"1459",66910.48,0.71,3334934
"1460",66439.83,-1.22,3045347
"1461",67258.66,-1.19,1452915
"1462",68066.82,0.56,1944043
"1463",67684.99,0.16,2147866
"1464",67576,1.86,2672366
"1465",66341.39,-0.32,2355469
"1466",66557.55,1.22,1945022
"1467",65755.66,1.82,2396458
"1468",64577.83,0.56,2356354
"1469",64217.52,-2.36,2811346
"1470",65771.33,0.63,2763937
"1471",65362.04,0.14,1980431
"1472",65269.15,-2.24,2676732
"1473",66764.84,0.11,2380785
"1474",66688.48,-1.71,2551420
"1475",67847.34,1.91,2114052
"1476",66574.88,-0.18,2253833
"1477",66697.57,-1.99,2544030
"1478",68050.71,-0.96,2304361
"1479",68709.22,-1.03,2542472
"1480",69426.57,0.42,1474487
"1481",69133.09,-0.62,2071797
"1482",69561.53,-0.71,2169624
"1483",70058.08,-1.21,1884793
"1484",70919.75,0.44,1877411
"1485",70609.07,-0.47,1538533
"1486",70940.22,0.31,1806690
"1487",70721.44,-1.27,2237712
"1488",71632.9,1.72,2516090
"1489",70423.44,0.42,2138029
"1490",70127.04,0.1,1610794
"1491",70057.2,-0.74,1761075
"1492",70578.83,-0.72,2546050
"1493",71091.03,1.1,2309214
"1494",70317.79,0.51,2427239
"1495",69962.32,0.95,1862319
"1496",69304.81,0.51,2102150
"1497",68952.42,1.34,1307736
"1498",68040.94,0.35,1401128
"1499",67803.16,-1,1035361
"1500",68485.96,0.02,1229309
"1501",68470.76,0.38,1656716
"1502",68214.86,1.41,1897474
"1503",67263.6,-1.06,2352883
"1504",67981.22,1,1983767
"1505",67306.39,-0.83,2401358
"1506",67870.14,-1.27,1348149
"1507",68742.97,-0.55,1875339
"1508",69126.32,1.15,2462610
"1509",68341.83,0.68,2807660
"1510",67879.46,-0.43,2447138
"1511",68174.92,-1.68,2671548
"1512",69337.64,-0.31,2592247
"1513",69551.81,-0.31,1888791
"1514",69766.09,0.34,2828009
"1515",69527.07,0.26,2111850
"1516",69345.85,2.42,2090526
"1517",67705.4,-0.3,2159187
"1518",67908.18,-0.47,1777899
"1519",68226.1,-1.64,1564895
"1520",69361.63,-0.38,981629
"1521",69629.36,2.47,1990594
"1522",67952.55,-2.41,2080630
"1523",69632.5,-1.78,1739160
"1524",70897.9,0.16,1506445
"1525",70781.4,1.54,1881660
"1526",69708.63,0.75,1991540
"1527",69192.41,-1.67,2240756
"1528",70367.15,-1.16,1188518
"1529",71195.16,-0.62,1353239
"1530",71638.38,-0.06,1485238
"1531",71679.47,-1.35,1505086
"1532",72657.37,0.07,1077555
"1533",72606.58,-0.53,1732044
"1534",72995.69,1.52,2175808
"1535",71904.77,0.48,2145867
"1536",71560.93,1.26,1555039
"1537",70673.3,0.5,2208789
"1538",70320.13,-0.35,2230107
"1539",70568.94,-0.24,2202523
"1540",70740.39,1.67,2576738
"1541",69580.28,0.07,3836064
"1542",69529.73,-0.18,2421553
"1543",69652.1,-1.07,2587885
"1544",70404.68,0.77,2407218
"1545",69863.58,-2.61,2495212
"1546",71735.53,-0.13,2111651
"1547",71830.18,0.19,2015231
"1548",71692.29,0.02,2633091
"1549",71674.9,1.03,2984950
"1550",70946.49,0.19,1169065
"1551",70808.8,1.27,2135986
"1552",69918.4,-0.88,2587232
"1553",70541.37,-1.04,2780680
"1554",71283.11,1.28,2713072
"1555",70384.92,0.22,1876733
"1556",70229.35,1.15,2452533
"1557",69429.78,0.29,2466216
"1558",69228.24,0,3067165
"1559",69227.63,0.6,1851862
"1560",68815.97,0.91,2138688
"1561",68196.48,-0.87,3440901
"1562",68794.32,0.69,3305114
"1563",68325.18,0.89,2495279
"1564",67719.13,-0.69,1734033
"1565",68190.46,1.64,1775119
"1566",67089.12,-0.85,1629319
"1567",67662.99,-0.65,1464316
"1568",68106.85,0.61,2234285
"1569",67691.85,-0.5,2593904
"1570",68030.58,1.83,2144479
"1571",66806.79,0.27,1560919
"1572",66624.1,0.33,1438814
"1573",66407.28,-0.51,1716026
"1574",66747.3,0.1,651477
"1575",66678.62,-0.19,2019168
"1576",66808.08,-0.39,1601180
"1577",67072.53,2.96,2508944
"1578",65145.45,1.38,3284717
"1579",64260.79,-2.02,1286303
"1580",65585.14,2.69,1763996
"1581",63867.48,-1.44,1773419
"1582",64803.43,-0.54,1753070
"1583",65156.36,-1.25,1604109
"1584",65981.86,-1.04,1379537
"1585",66677.16,-0.31,1414659
"1586",66887.13,-1.11,1919910
"1587",67638.38,0.08,2366906
"1588",67583.77,1.32,1746972
"1589",66701.89,0.66,1394722
"1590",66264.43,0.45,1841109
"1591",65966.17,0.27,1546628
"1592",65790.29,-2.13,1732804
"1593",67223.23,-0.94,1625491
"1594",67862.28,-0.34,1254734
"1595",68094.76,-0.46,1513178
"1596",68411.72,0.2,1611595
"1597",68272,0.4,1875265
"1598",67997.36,-0.76,1900007
"1599",68517.46,1.48,1766595
"1600",67515.4,0.84,2088428
"1601",66953.83,0.22,2160222
"1602",66808.25,0.2,1939328
"1603",66674.44,0.35,1601854
"1604",66443.26,0.18,1234446
"1605",66322.99,0.87,1539937
"1606",65748.1,1.97,2320652
"1607",64476.84,0.02,1821860
"1608",64462.5,1.84,2429412
"1609",63297.04,1.54,1276401
"1610",62339.27,-1.81,1326413
"1611",63489.37,0.02,1564848
"1612",63479.46,-0.32,1450336
"1613",63685.56,1.15,1583746
"1614",62960.1,-0.81,1229061
"1615",63476.32,0.3,1657985
"1616",63283.8,1.96,1732165
"1617",62064.75,1.97,1786519
"1618",60865.27,-0.92,759929
"1619",61429.79,0.32,1143809
